Id,CAS,SMILES,Status,Experimental value,Predicted value,NumValenceElectrons,qed,TPSA,MolMR,BalabanJ,BertzCT,MolWt,MolLogP
3581,548-83-4,O=C1C(O)=C(Oc2cc(O)cc(O)c12)c3ccccc3,Training,0,1,100,0.631832936,90.9,72.9144,2.422398194,849.5071387,270.24,2.5768
3582,54-88-6,N(=Nc1ccc(cc1C)N(C)C)c2ccccc2,Training,1,1,92,0.725772021,27.96,76.124,2.224061909,544.9201016,239.322,4.47642
3583,548-93-6,O=C(O)c1cccc(O)c1(N),Training,0,0,58,0.408715855,83.55,39.4785,3.273580822,295.7372023,153.137,0.6726
3584,54897-62-0,O=NN(CC)CCCCO,Training,1,1,60,0.341747771,52.9,39.3618,3.167902704,87.81700155,146.19,0.7622
3585,54897-63-1,O=NN(CC)CCCC(=O)O,Training,1,1,64,0.461675452,69.97,39.9118,3.352100642,137.7890853,160.173,0.8545
3586,54-91-1,O=C(N1CCN(C(=O)CCBr)CC1)CCBr,Training,1,0,92,0.711434514,40.62,69.982,2.331080356,227.2035844,356.058,1.2272
3587,549-38-2,c1ccc4c(c1)ccc2c4(ccc3c2CCC3C),Training,1,0,88,0.476084453,0,78.19,2.1689968,752.4217263,232.326,5.0427
3588,5496-41-3,n1c([nH]c(c1c2ccccc2)c3ccccc3)c4ccc(OC)c(OC)c4,Training,1,1,134,0.518692082,47.14,107.9997,1.873224758,983.6836305,356.425,5.4279
3589,55022-75-8,N1=NC2C4OC4(C1C3OC23),Training,0,0,52,0.43276047,49.78,29.754,1.929984239,201.9023154,138.126,-0.2622
3590,55028-70-1,O=C(O)CCCC=CCC1C(=O)CC(O)C1(C=CC(O)(C)CCCCC),Training,0,0,148,0.361978447,94.83,101.7604,2.576438159,506.5308263,366.498,3.6412
3591,550-60-7,O=[N+]([O-])c2c(O)ccc1ccccc12,Training,1,1,70,0.553139318,63.37,52.2672,2.895160177,507.6933122,189.17,2.4536
3592,55090-44-3,O=NN(C)CCCCCCCCCCCC,Training,1,1,96,0.279328349,32.67,70.269,2.956180043,150.8680203,228.38,4.5205
3593,551-06-4,C(=Nc1cccc2ccccc12)=S,Training,1,1,62,0.488372387,12.36,58.634,2.823753617,478.9191904,185.251,3.5741
3594,55-18-5,O=NN(CC)CC,Training,1,1,42,0.393230388,32.67,28.716,3.164609309,51.65148445,102.137,1.0096
3595,551-88-2,O=[N+]([O-])C(CC)CC,Training,0,0,48,0.414466085,43.14,31.3644,3.520860067,78.49785514,117.148,1.4517
3596,551-92-8,O=[N+]([O-])c1cnc(n1C)C,Training,1,1,54,0.425481874,60.96,34.5994,3.17379232,265.8568215,141.13,0.63672
3597,55-21-0,O=C(N)c1ccccc1,Training,0,0,46,0.585936717,43.09,34.9599,2.981454614,205.4159526,121.139,0.7855
3598,552-16-9,O=C(O)c1ccccc1[N+](=O)[O-],Training,1,1,62,0.531152287,80.44,40.0557,3.267076196,300.9331902,167.12,1.293
3599,5522-43-0,O=[N+]([O-])c4ccc1ccc2cccc3ccc4(c1c23),Training,1,1,90,0.282303256,43.14,76.8004,2.38119879,927.5168647,247.253,4.4922
3600,552-30-7,O=C(O)c1ccc2C(=O)OC(=O)c2(c1),Training,0,0,70,0.522678197,80.67,43.1473,2.607619015,460.2701601,192.126,0.6954
3601,55256-49-0,O=C1c5c(O)cccc5(Oc2cc3OC4OC=CC4(c3(c(O)c12))),Training,0,1,114,0.620586647,89.13,80.7016,1.953494234,1078.056839,310.261,2.7034
3602,55256-53-6,O=C1c5c(O)ccc(c5(Oc2cc3OC4OC=CC4(O)(c3(c(O)c12))))CCC(O)(C)C,Training,1,1,156,0.483076228,129.59,106.4762,1.79844808,1296.947363,412.394,2.5109
3603,55256-55-8,O=C2c5c(O)ccc(c5(Oc3cc1OC4OC=CC4(c1c(OC)c23)))CCC(O)(C)C,Training,1,1,156,0.632835255,98.36,110.2076,1.799487502,1262.986558,410.422,3.7099
3604,55256-57-0,O=C1c5c(O)ccc(c5(Oc2cc3OC4OC=CC4(c3(c(O)c12))))CCC(O)(C)C,Training,1,1,150,0.582179717,109.36,105.3204,1.777596894,1246.451627,396.395,3.4069
3605,55256-58-1,O=C2c5c(Oc3cc1OC4OC=CC4(c1c(OC)c23))ccc(c5(OC))Cl,Training,1,1,132,0.634148973,67.13,95.486,1.951030943,1162.59133,372.76,3.9628
3606,552-89-6,O=Cc1ccccc1[N+](=O)[O-],Training,1,1,56,0.364393609,60.21,38.4839,3.223906041,295.4920898,151.121,1.4073
3607,55302-96-0,Oc1cc(ccc1C)NCCO,Training,0,1,66,0.631617278,52.49,48.4193,2.686708199,260.7054899,167.208,1.10482
3608,55380-34-2,O=NN1CC(N(N=O)C(C)C1)C,Training,1,1,68,0.576136624,65.34,43.926,2.619457106,174.3868988,172.188,0.7438
3609,553-97-9,O=C1C=CC(=O)C(=C1)C,Training,0,0,46,0.441686704,34.14,32.911,2.947474982,221.07065,122.123,0.6407
3610,554-00-7,Nc1ccc(cc1Cl)Cl,Training,1,0,48,0.582518852,26.02,40.8744,3.17167803,222.2978871,162.019,2.5756
3611,55400-87-8,O2C3c7ccccc7(c1cc5c(cc1C23)c4ccccc4C6OC56),Training,1,1,114,0.52823772,25.06,90.448,1.552867106,966.3356069,310.352,5.2726
3612,55400-88-9,O5C6c1cccc3c1c2c(cccc2C4OC34)C56,Training,1,1,86,0.650452285,25.06,65.012,1.860457737,617.8719739,234.254,3.6056
3613,554-14-3,c1cc(C)sc1,Training,0,0,32,0.465615993,0,29.056,3.049648321,107.4988651,98.17,2.05652
3614,55446-27-0,O=C4Oc2c(c(OC)cc1OC3OC=CC3(c12))C5=C4C(O)CC5(O),Training,1,1,124,0.766631289,98.36,80.9546,1.937290061,957.7910004,330.292,1.6181
3615,55481-88-4,O=C(OC)c2c(O)c3ccccc3(c1OC(C=Cc12)(C)C),Training,1,1,108,0.814043242,55.76,80.6933,2.434710379,771.9440368,284.311,3.5162
3616,554-84-7,O=[N+]([O-])c1cccc(O)c1,Training,1,0,52,0.470728212,63.37,34.7612,3.069899266,258.9247709,139.11,1.3004
3617,555-03-3,O=[N+]([O-])c1cccc(OC)c1,Training,0,1,58,0.478622896,52.37,39.6484,3.005889219,272.1431256,153.137,1.6034
3618,555-16-8,O=Cc1ccc(cc1)[N+](=O)[O-],Training,1,1,56,0.364393609,60.21,38.4839,3.000886646,278.2420898,151.121,1.4073
3619,55520-40-6,O=C(O)C(N)Cc1ccc(O)cc1,Training,0,0,70,0.627720447,83.55,47.422,2.641763905,294.2330533,181.191,0.3466
3620,55-55-0,Oc1ccc(cc1)NC,Training,1,1,48,0.553555481,32.26,37.6535,2.881555878,180.6125685,123.155,1.4339
3621,55556-85-9,O=NN1CCCC(O)C1,Training,1,1,52,0.512929149,52.9,32.6088,2.310570133,107.1311172,130.147,0.1245
3622,55556-88-2,O=NN1CC(N(N=O)CC1C)C,Training,1,1,68,0.576136624,65.34,43.926,2.602329913,166.3868988,172.188,0.7438
3623,55556-91-7,O=NN1CCC(=O)CC1,Training,1,1,50,0.478045225,49.74,31.609,2.337273412,124.9196845,128.131,0.3327
3624,55556-92-8,O=NN1CC=CCC1,Training,1,1,44,0.373113827,32.67,31.125,2.371415796,110.9962973,112.132,0.9297
3625,55556-93-9,O=NN1CCC(O)CC1,Training,1,1,52,0.512929149,52.9,32.6088,2.255115324,99.13111721,130.147,0.1245
3626,55556-94-0,O=NN1CCN(N=O)C(C)C1,Training,1,1,62,0.54387595,65.34,39.331,2.462637995,162.5614074,158.161,0.3553
3627,55557-00-1,O=NN1CCN(N=O)CCC1,Training,1,1,62,0.543931333,65.34,39.353,2.376804288,135.4178439,158.161,0.3569
3628,55557-02-3,O=NN1CC(=CCC1)C(=O)OC,Training,1,1,66,0.446244489,58.97,42.084,2.60374399,224.6913781,170.168,0.4729
3629,555-66-8,O=C(C=CCCCCC)CCc1ccc(O)c(OC)c1,Training,1,0,110,0.546700729,46.53,81.2688,2.368944934,449.5483805,276.376,4.039
3630,555-68-0,O=C(O)C=Cc1cccc(c1)[N+](=O)[O-],Training,1,1,72,0.449614181,80.44,49.7662,2.942602931,397.5533572,193.158,1.6926
3631,5557-27-7,O=C1c3c(O)ccc(OC)c3(Oc2cc(OC)cc(OC)c12),Training,1,1,114,0.749423959,78.13,81.3108,2.574966813,925.4466158,302.282,2.6776
3632,555-77-1,N(CCCl)(CCCl)CCCl,Training,0,1,62,0.598478812,3.24,48.6,3.295082116,55.74860596,204.528,2.0048
3633,555-84-0,O=C2NCCN2(N=Cc1oc(cc1)[N+](=O)[O-]),Training,1,1,84,0.459692002,100.98,53.0611,2.050709168,452.6457169,224.176,0.5469
3634,55610-00-9,O=C2Nc3cc1ccccc1c4c5OCOc5(cc2c34),Training,1,1,96,0.633000501,47.56,75.5302,2.1275269,930.0423446,263.252,3.2874
3635,556-18-3,O=Cc1ccc(N)cc1,Training,0,0,46,0.445960648,43.09,36.2419,3.009781948,202.6610651,121.139,1.0813
3636,55621-29-9,O=NN(CCCC)CC(O)CC,Training,1,1,72,0.470236428,52.9,48.5738,3.585546818,119.6254878,174.244,1.5408
3637,55-63-0,O=[N+]([O-])OCC(O[N+](=O)[O-])CO[N+](=O)[O-],Training,1,0,86,0.373165925,157.11,37.7602,3.992205547,234.9871243,227.085,-1.0201
3638,55691-69-5,O=[N+]([O-])c4ccc2c1ccccc1c3ccc(c4(c23))[N+](=O)[O-],Training,1,1,106,0.406761705,86.28,81.6868,2.258002478,919.0975197,292.25,4.3036
3639,55706-57-5,O=C(O)c2cc(cc1cccnc12)C,Training,0,0,70,0.744355965,50.19,53.4393,2.86573257,505.6137328,187.198,2.24142
3640,557-11-9,O=C(N)NCC=C,Training,1,0,40,0.465327299,55.12,27.7831,2.967052883,79.75898006,100.121,-0.1593
3641,557-30-2,ON=CC=NO,Training,0,0,34,0.266957541,65.18,20.557,3.07121265,57.9483369,88.066,-0.0936
3642,557-48-2,O=CC=CCCC=CCC,Training,0,0,56,0.246725364,17.07,43.869,3.114092665,122.6899559,138.21,2.4879
3643,557-61-9,OCCCCCCCCCCCCCCCCCCCCCCCCCCCC,Training,0,0,176,0.140548755,20.23,132.8018,2.966771312,237.0394362,410.771,10.1412
3644,557-91-5,CC(Br)Br,Training,0,1,26,0.510273721,0,27.316,2.323790008,8.754887502,187.862,2.1222
3645,55792-21-7,O=C(OCCN1CCCCC1)Nc2ccccc2(OCCCCCCC),Training,0,0,146,0.558414182,50.8,105.9577,1.673502468,515.7325831,362.514,5.0702
3646,55-80-1,N(=Nc1cccc(c1)C)c2ccc(cc2)N(C)C,Training,1,1,92,0.725772021,27.96,76.124,2.136611708,541.9201016,239.322,4.47642
3647,55804-66-5,O=C1Oc2c(C=C1C(=O)OCC)cc4c3c2CCCN3CCC4,Training,0,1,120,0.629975952,59.75,87.2955,1.957082129,850.2008999,313.353,2.6685
3648,5581-32-8,OCC(O)COc1ccc(cc1)C(c2ccc(OCC(O)CO)cc2)(C)C,Training,0,1,148,0.501276926,99.38,102.1872,2.036614373,621.3229495,376.449,1.4765
3649,55-86-7,N(C)(CCCl)CCCl,Training,1,1,50,0.55574007,3.24,38.937,2.919612641,43.69332843,156.056,1.3958
3650,55898-15-2,O(c2cc5c3c(cc1cc4OCOc4(cc1c3(c2(OC))))N(C)CC5)C,Training,0,1,128,0.666507194,40.16,97.655,2.015769763,1027.786072,337.375,3.7312
3651,55936-76-0,O=C(OC)c2ccc(N=Nc1ccc(cc1)N(OC(=O)C)C)cc2,Training,1,1,124,0.473809664,80.56,88.5685,2.036230729,739.4359011,327.34,3.8029
3652,55936-77-1,O=C(ON(c2ccc(N=Nc1ccccc1)cc2)C)C,Training,1,1,102,0.621957467,54.26,77.229,2.048685538,594.2755078,269.304,4.0163
3653,55-98-1,O=S(=O)(OCCCCOS(=O)(=O)C)C,Training,1,1,86,0.45331274,86.74,50.8256,3.4084654,304.518019,246.306,-0.281
3654,5598-13-0,n1c(OP(OC)(OC)=S)c(cc(c1Cl)Cl)Cl,Training,0,0,90,0.620156074,40.58,68.198,3.063766854,437.130382,322.537,3.9379
3655,5598-15-2,O=P(Oc1nc(c(cc1Cl)Cl)Cl)(OCC)OCC,Training,0,0,102,0.561800253,57.65,70.7535,3.006125183,461.3711244,334.523,4.6017
3656,55984-51-5,O=NN(C)CC(=O)C,Training,1,1,46,0.390327771,49.74,29.106,3.37841637,102.2114327,116.12,0.1886
3657,56-05-3,n1c(nc(cc1Cl)Cl)N,Training,0,0,48,0.588637145,51.8,36.4644,3.16567031,174.5749527,163.995,1.3656
3658,56183-12-1,OC4c3cccc2ccc1cccc(c1c23)C4(O),Training,0,0,88,0.588789389,40.46,71.3736,2.359231064,709.747918,236.27,3.0734
3659,56183-24-5,OC3c4ccccc4(c2ccc1ccccc1c2C3(O)),Training,0,0,98,0.649715528,40.46,79.3036,2.136738276,807.3773255,262.308,3.5872
3660,56-18-8,NCCCNCCCN,Training,0,0,56,0.416527486,64.07,40.2125,2.595082707,41.56763142,131.223,-0.7264
3661,56211-40-6,O=C(NC(C)C)NS(=O)(=O)c2cnccc2(Nc1cccc(c1)C),Training,0,0,128,0.770814476,100.19,92.6879,2.28834666,834.7210969,348.428,2.52992
3662,56222-35-6,O=NN1CCC(O)C1,Training,1,1,46,0.479808347,52.9,27.9918,2.316716713,96.03910002,116.12,-0.2656
3663,5623-11-0,O=C(O)c1c(N)cccc1(NC(=O)C),Training,1,1,74,0.610266851,92.42,52.1174,3.208379299,387.6434986,194.19,0.9254
3664,56257-59-1,O=C6c5c(O)ccc4c2ccc(O)c3C(=O)C1OC1C(c23)C(O)(c45)CC6,Training,1,1,130,0.627382082,107.36,88.4014,1.803694905,1070.45647,350.326,1.9898
3665,56299-00-4,O=CC4(OC34(C(=O)C=C2C1OC1C(OC(=O)C)C(C)C2(C)C3))(C),Training,1,0,124,0.427994384,85.5,77.478,1.740138197,667.9947433,320.341,0.9673
3666,563-04-2,O=P(Oc1cccc(c1)C)(Oc2cccc(c2)C)Oc3cccc(c3)C,Training,0,0,134,0.482003631,44.76,103.0275,1.922794749,829.5625787,368.369,6.25676
3667,563-12-2,O(CC)P(OCC)(=S)SCSP(OCC)(OCC)=S,Training,0,0,116,0.343473898,36.92,95.123,4.359571541,279.341469,384.487,5.0053
3668,56316-37-1,O=NN(CCC)CCCC(=O)O,Training,1,1,70,0.46539535,69.97,44.5288,3.436103088,149.5869147,174.2,1.2446
3669,5632-47-3,O=NN1CCNCC1,Training,1,1,46,0.471625259,44.7,30.2377,2.216657972,79.35260811,115.136,-0.427
3670,5633-20-5,O=C(OCC#CCN(CC)CC)C(O)(c1ccccc1)C2CCCCC2,Training,0,0,142,0.600570293,49.77,103.4368,2.056554751,609.2696852,357.494,3.3429
3671,56341-08-3,FC(F)(F)c1cc(cc(c1(N))Cl)C(O)CNC(C)(C)C,Training,0,0,114,0.750312544,58.28,73.5819,3.049341694,483.730217,310.747,3.3625
3672,563-41-7,O=C(N)NN,Training,0,0,30,0.186469294,81.14,16.9065,2.847378923,42.15772188,75.071,-1.4716
3673,56355-17-0,O=C(O)C(c2ccc(Oc1nccs1)cc2)C,Training,0,0,88,0.903940978,59.42,64.6808,2.102768971,492.9791099,249.291,3.1235
3674,56362-05-1,O=[N+]([O-])c1ccc(cc1(OP(=O)(OCC)NC(C)CC))C,Training,0,1,118,0.445262534,90.7,80.5826,3.11238765,549.363199,316.294,3.81472
3675,56-40-6,O=C(O)CN,Training,0,0,30,0.421170888,63.32,16.6902,2.847378923,42.91260938,75.067,-0.9703
3676,56413-75-3,O=[N+]([O-])c1ccccc1(NN),Training,1,1,58,0.375116748,81.19,40.9065,3.121219319,274.2848351,153.141,0.8804
3677,56438-59-6,O(c1ccc(cc1)CCC2OC2)C,Training,1,1,70,0.657868209,21.76,51.055,1.880061576,261.9236973,178.231,2.0266
3678,56-49-5,c1ccc5c(c1)ccc3c5(cc2ccc(c4c2c3CC4)C),Training,1,0,100,0.289427435,0,91.105,2.079520952,1038.130433,268.359,5.55322
3679,565-20-8,O=C(Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2)C,Training,0,0,104,0.846686307,89.26,77.0519,2.344260333,720.0192624,290.344,2.06
3680,56525-92-9,n1nc(OC)c2cccnc2(c1),Training,0,0,60,0.626400015,47.9,43.885,2.79096703,396.9300353,161.164,1.0334
3681,56525-94-1,n1nc(OC)c2ncccc2(c1),Training,0,0,60,0.626400015,47.9,43.885,2.79096703,396.9300353,161.164,1.0334
3682,56-53-1,Oc1ccc(cc1)C(=C(c2ccc(O)cc2)CC)CC,Training,0,0,104,0.779698485,40.46,83.6096,2.521517739,536.8202783,268.356,4.8286
3683,56548-64-2,O=C(Nc2cc(c(OC)cc2(N=Nc1c(cc(cc1Br)[N+](=O)[O-])[N+](=O)[O-]))N(CC)CC)C,Training,1,1,170,0.266289161,152.57,122.4855,2.66398774,1086.463201,509.317,5.4941
3684,56-55-3,c3ccc4cc2c(ccc1ccccc12)cc4(c3),Training,1,1,84,0.288354375,0,78.96,2.268265813,866.2526221,228.294,5.1462
3685,565-64-0,O=C(O)C(CCl)Cl,Training,0,0,42,0.583088018,37.3,27.9968,3.343417059,73.33515885,142.969,0.9172
3686,56-57-5,O=[N+]([O-])c1cc[n+]([O-])c2ccccc12,Training,1,1,70,0.294955961,70.08,49.5624,2.883174853,510.3832681,190.158,1.3814
3687,56600-58-9,O=C2c3ccccc3(C(=O)c1c2(ccc(c1[N+](=O)[O-])CC)),Training,1,1,104,0.534176048,77.28,75.7814,2.379777594,807.9194299,281.267,2.9326
3688,56602-33-6,n1nn(O[P+](N(C)C)(N(C)C)N(C)C)c2ccccc12,Training,0,1,110,0.77360025,49.66,82.089,2.46891923,560.3117269,297.323,1.2223
3689,56656-97-4,N#CC(=Cc1oc(cc1)Br)C(=O)OC,Training,0,0,72,0.461543173,63.23,52.014,2.960373036,413.9367118,256.055,2.12208
3690,5667-20-9,ONC=2NC=NC1=NC=NC1=2,Training,1,1,56,0.503179904,86.72,36.2089,2.663348308,331.7104185,151.129,0.1056
3691,56681-55-1,O=C(N(c1c(cccc1CC)CC)COC)CO,Training,0,1,100,0.783467795,49.77,71.6458,3.276613192,381.7756194,251.326,1.7406
3692,56719-24-5,O=C(OC)C(=C(OP(=O)(OC)OC)c1cc(ccc1Cl)Cl)Cl,Training,0,0,122,0.30887133,71.06,83.9605,3.507587128,637.7488063,389.555,4.4913
3693,56719-41-6,O=C(OC)C(=C(OP(=O)(OC)OC)c1ccc(cc1Cl)Cl)Br,Training,0,0,122,0.281267099,71.06,87.0345,3.472534575,640.5036938,434.006,4.6474
3694,56-72-4,O=C2Oc1cc(OP(OCC)(OCC)=S)ccc1C(=C2Cl)C,Training,0,0,120,0.559335668,57.9,90.396,2.432021375,778.6322379,362.771,4.43112
3695,56-75-7,O=C(NC(CO)C(O)c1ccc(cc1)[N+](=O)[O-])C(Cl)Cl,Training,0,1,110,0.409070928,112.7,72.5667,2.82115815,480.2067575,323.132,0.909
3696,5679-89-0,O=[N+]([O-])c2cc(N=[N+]([O-])c1ccc(c(c1)[N+](=O)[O-])C)ccc2C,Training,0,0,118,0.36391396,124.71,81.0422,2.441846678,831.9124934,316.273,4.04554
3697,56803-37-3,O=P(Oc1ccccc1)(Oc2ccccc2)Oc3ccc(cc3)C(C)(C)C,Training,0,0,140,0.448966173,44.76,107.5165,1.858792938,855.052632,382.396,6.629
3698,56-81-5,OCC(O)CO,Training,0,0,38,0.381494432,60.69,20.1784,2.754184786,25.21928095,92.094,-1.6681
3699,56856-83-8,O=NN(C)COC(=O)C,Training,1,1,52,0.236666085,58.97,30.191,3.264770519,114.3803753,132.119,0.1202
3700,568-75-2,OCc3c1ccccc1c(c2c4ccccc4(ccc23))C,Training,1,1,102,0.383888744,20.23,89.6198,2.365308953,982.9549961,272.347,4.94692
3701,56892-30-9,Oc2cc3ccc4cc1ccccc1c5ccc(c2)c3c45,Training,1,1,98,0.292579255,20.23,89.3168,2.189531353,1119.550168,268.315,5.4428
3702,56892-33-2,Oc1cc4c5ccccc5(cc3ccc2cccc1c2c34),Training,1,1,98,0.292579255,20.23,89.3168,2.245944114,1138.300168,268.315,5.4428
3704,56-93-9,c1ccc(cc1)C[N+](C)(C)C,Training,0,0,60,0.564733409,0,48.1784,2.657660985,208.0644284,150.245,1.8928
3705,5694-00-8,O=C(N)C1OC1,Training,1,1,34,0.411289001,55.62,18.9344,2.307609847,76.86238311,87.078,-1.1295
3706,569-57-3,O(c1ccc(cc1)C(c2ccc(OC)cc2)=C(c3ccc(OC)cc3)Cl)C,Training,0,0,138,0.500501767,27.69,110.751,2.138491131,861.8471019,380.871,5.8678
3707,56961-79-6,n1cc(c(c2ccccc12)C)Cl,Training,0,0,60,0.602432683,12.89,51.49,2.907774507,423.1081353,177.634,3.19662
3708,569-61-9,N=C1C=CC(C=C1)=C(c2ccc(N)cc2)c3ccc(N)cc3,Training,1,0,108,0.734748547,75.89,93.7375,2.18355911,726.0788697,287.366,3.79867
3709,56980-94-0,O=C(c1cc(N)ccc1(OCC(O)CNC(C)(C)C))C,Training,0,0,112,0.544237753,84.58,80.1164,2.592122889,466.6766971,280.368,1.5992
3710,56986-35-7,O=NN(CCCC)C(OC(=O)C)CCC,Training,1,1,88,0.270486352,58.97,57.871,4.248011704,197.1065222,216.281,2.4592
3711,56986-36-8,O=NN(COC(=O)C)CCCC,Training,1,1,70,0.263309224,58.97,44.042,3.522987908,149.5869147,174.2,1.2905
3712,57011-48-0,[N-]=[N+]=NCC(O)CN=[N+]=[N-],Training,1,1,54,0.35088846,117.75,34.0328,3.51557008,157.4319502,142.122,0.9679
3713,57018-52-7,OC(C)COC(C)(C)C,Training,1,0,56,0.611060627,29.46,37.3858,3.28071084,71.47556116,132.203,1.1823
3714,570-24-1,O=[N+]([O-])c1cccc(c1(N))C,Training,1,1,58,0.376183046,69.16,42.2458,3.273580822,296.4920898,152.153,1.48542
3715,57-06-7,C(=NCC=C)=S,Training,1,0,32,0.288356879,12.36,30.09,3.073915509,81.54887502,99.158,1.2752
3716,570-74-1,C2=C1CCCCC1(C)C3CCC4(C)(C(CCC4(C3(C2)))C(C)CCCC(C)C),Training,0,0,154,0.425916448,0,117.663,1.48778578,556.385619,370.665,8.4179
3717,57074-49-4,O=C1OC2CC(C)C3CC(OCC)OC(OCC)C3(C)(CC2(C1(=C))),Training,1,0,136,0.581496373,53.99,89.035,1.919491987,503.9856155,338.444,3.2821
3718,57074-51-8,O=C1OC2CC(C)C3CC(O)OC(O)C3(C)(CC2(C1(=C))),Training,1,0,112,0.515464586,75.99,70.2206,1.956046787,447.5448269,282.336,1.1937
3719,5709-67-1,O=[N+]([O-])c1nc2ccccc2([nH]1),Training,1,1,60,0.510666528,71.82,42.7481,2.697254061,401.8990384,163.136,1.4711
3720,5709-68-2,O=[N+]([O-])c2nc1ccccc1n2C,Training,1,1,66,0.489244586,60.96,47.3684,2.810815654,475.1939168,177.163,1.4815
3721,57-10-3,O=C(O)CCCCCCCCCCCCCCC,Training,0,0,108,0.413489783,37.3,77.9478,2.922965609,177.9357738,256.43,5.5523
3722,5711-16-0,O=C(O)C4(C)(CCCC1(C)(C4(CCC23(CC(C)C(O)(CCC12)C3)))),Training,0,0,130,0.759711464,57.53,88.9296,1.741409802,545.0048757,320.473,4.2349
3723,57117-24-5,O=NN(C(=O)ON=C(C)SC)C,Training,1,1,68,0.217483846,71.33,46.663,3.935302063,206.1151257,191.212,1.4326
3724,57-13-6,O=C(N)N,Training,0,0,24,0.370507351,69.11,13.7708,2.803039488,29.01955001,60.056,-0.9762
3725,57-14-7,NN(C)C,Training,1,0,26,0.299218784,29.26,17.8744,2.323790008,8.754887502,60.1,-0.5783
3726,571-60-8,Oc1ccc(O)c2ccccc12,Training,1,1,60,0.580079971,40.46,47.2776,2.946471325,380.6081353,160.172,2.251
3727,57166-92-4,NCN,Training,1,0,20,0.338746978,52.04,13.2418,1.632993162,2.754887502,46.073,-1.1387
3728,57-27-2,Oc5ccc4c1c5(OC2C(O)C=CC3C(N(C)CCC123)C4),Training,0,0,110,0.703347492,52.93,77.5766,1.844525447,670.2442212,285.343,1.1981
3729,57309-27-0,O=C2c1ccccc1N(O)C2(c3ccccc3)C,Training,0,1,90,0.831240145,40.54,68.832,2.19802241,608.9004835,239.274,2.9939
3730,57309-30-5,ON4c5ccccc5(C(=Nc1ccccc1)C4(c2ccccc2)(c3ccccc3)),Training,0,0,140,0.478744971,35.83,117.0105,1.885585648,1115.477532,376.459,5.9604
3731,57309-38-3,ON3c4ccccc4(C(=Nc1ccccc1)C3(c2ccccc2)C),Training,0,0,118,0.727584398,35.83,97.1405,1.970620285,889.9819031,314.388,4.932
3732,57333-96-7,OC3C(=C)C(=CC=C1CCCC2(C)(C1CCC2(C(C)CCC(O)C(C)C)))CC(O)C3,Training,0,0,170,0.531050411,60.69,123.9684,1.715811286,675.5956632,416.646,5.5606
3733,573-56-8,O=[N+]([O-])c1cccc(c1(O))[N+](=O)[O-],Training,0,1,68,0.548520191,106.51,41.4156,3.345441971,343.0374025,184.107,1.2086
3734,5737-13-3,O=C1c4cccc3ccc2cccc1c2c34,Training,1,1,74,0.401171643,17.07,67.602,2.611800424,790.5215349,204.228,3.382
3735,57409-54-8,OCC(C)(CBr)Br,Training,0,1,44,0.715330689,20.23,38.2118,3.360435143,47.65148445,231.915,1.5272
3736,57-41-0,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,Training,0,0,94,0.800194535,58.2,70.3384,2.230836105,583.6085384,252.273,1.7696
3737,574-25-4,OCC3OC(n2cnc1c2(ncnc1S))C(O)C3(O),Training,1,0,102,0.401326625,113.52,65.5844,2.035435146,606.2272193,284.297,-1.2735
3738,57470-78-7,O=C(Nc1ccc(OCC(O)CNC(C)(C)C)c(c1)C(=O)C)N(CC)CC,Training,0,0,152,0.574060445,90.9,107.6437,2.787158316,636.6042613,379.501,2.8907
3739,57470-96-9,O=C(Nc1ccc(OCC(O)CNC(C)(C)C)c(c1)C(=O)C)NCC,Training,0,0,140,0.537963879,99.69,98.3994,2.725465662,596.474241,351.447,2.1584
3740,57471-01-9,O=C(Nc1ccc(OCC(O)CNC(C)(C)C)c(c1)C(=O)C)NC(C)(C)C,Training,0,0,152,0.546001988,99.69,107.6114,2.759982349,660.1711618,379.501,2.937
3741,57-47-6,O=C(Oc1ccc2c(c1)C3(C)(CCN(C)C3(N2C)))NC,Training,0,0,108,0.848239959,44.81,78.3157,2.003732754,560.0496496,275.352,1.7739
3742,57491-68-6,Nc1ccccc1SCSc2ccccc2(N),Training,1,1,88,0.501036368,52.04,78.2898,1.92533379,454.7830651,262.403,3.6929
3743,57-50-1,OCC2OC(OC1(OC(CO)C(O)C1(O))(CO))C(O)C(O)C2(O),Training,0,1,136,0.237891435,189.53,68.6414,2.177269658,393.2032273,342.297,-5.3956
3744,575-41-7,c1ccc2c(c1)cc(cc2C)C,Training,0,0,60,0.547649245,0,53.422,2.892065045,413.3078662,156.228,3.45664
3745,57541-73-8,O=NN1CCC(C(C1)Br)Br,Training,1,1,58,0.539118103,32.67,47.415,2.398592766,132.8163583,271.94,1.9005
3746,575-43-9,c2cc1cc(ccc1c(c2)C)C,Training,0,0,60,0.547649245,0,53.422,2.863025794,413.3078662,156.228,3.45664
3747,575-44-0,Oc1ccc2c(O)cccc2(c1),Training,1,1,60,0.620101071,40.46,47.2776,2.863025794,421.1081353,160.172,2.251
